OptNumbPar.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.336, Time: 2.030384 s
         17964982 function calls (16789681 primitive calls) in 6.719 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      180    0.000    0.000    0.009    0.000 codegen.py:1269(_pass_manager_builder)
      771    0.000    0.000    0.009    0.000 nrt.py:19(initialize)
      101    0.001    0.000    0.009    0.000 pythonapi.py:1377(serialize_uncached)
     1281    0.000    0.000    0.009    0.000 base.py:510(get_constant)
      103    0.000    0.000    0.009    0.000 codegen.py:1289(_check_llvm_bugs)
     1413    0.000    0.000    0.009    0.000 builder.py:579(icmp_signed)
        1    0.000    0.000    0.009    0.009 __init__.py:13(_ensure_critical_deps)
     3575    0.004    0.000    0.009    0.000 values.py:1154(__init__)
        1    0.000    0.000    0.009    0.009 nrtdynmod.py:205(compile_nrt_functions)
      827    0.000    0.000    0.009    0.000 models.py:135(contains_nrt_meminfo)
      180    0.000    0.000    0.009    0.000 llvm_bindings.py:36(create_pass_manager_builder)
        4    0.000    0.000    0.009    0.002 common.py:1(<module>)
    65359    0.009    0.000    0.009    0.000 {built-in method builtins.min}
       76    0.001    0.000    0.009    0.000 typeinfer.py:1123(unify)
       38    0.001    0.000    0.009    0.000 ssa.py:184(_run_block_rewrite)
        1    0.000    0.000    0.009    0.009 cffi_utils.py:1(<module>)
      238    0.000    0.000    0.009    0.000 lowering.py:832(fold_call_args)
       76    0.000    0.000    0.009    0.000 bytecode.py:376(__init__)
        1    0.000    0.000    0.009    0.009 api.py:41(__init__)
   116412    0.009    0.000    0.009    0.000 abstract.py:96(key)
        1    0.000    0.000    0.009    0.009 scimath.py:1(<module>)
     2302    0.006    0.000    0.009    0.000 inspect.py:3019(__init__)
        1    0.000    0.000    0.009    0.009 legend.py:1(<module>)
        1    0.000    0.000    0.009    0.009 pythonapi.py:1(<module>)
    80096    0.009    0.000    0.009    0.000 {method 'items' of 'dict' objects}
 1151/785    0.003    0.000    0.009    0.000 array_analysis.py:975(_insert)
       74    0.000    0.000    0.009    0.000 removerefctpass.py:37(_legalize)
      402    0.000    0.000    0.009    0.000 pathlib.py:1005(open)
     7270    0.003    0.000    0.009    0.000 typeconv.py:40(check_compatible)
     1197    0.001    0.000    0.009    0.000 ssa.py:269(on_assign)
     1606    0.001    0.000    0.009    0.000 numbers.py:1363(constant_integer)
     3685    0.003    0.000    0.008    0.000 types.py:424(wrap_constant_value)
    77819    0.008    0.000    0.008    0.000 {method 'lstrip' of 'str' objects}
  417/341    0.000    0.000    0.008    0.000 typing.py:392(inner)
  138/122    0.000    0.000    0.008    0.000 parfor.py:3977(visit_vars_parfor)
      973    0.001    0.000    0.008    0.000 __init__.py:711(__setitem__)
     1417    0.001    0.000    0.008    0.000 builder.py:834(cbranch)
        1    0.000    0.000    0.008    0.008 _decomp.py:1(<module>)
     6168    0.001    0.000    0.008    0.000 base.py:368(insert_func_defn)
      847    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap>:416(__enter__)
      169    0.000    0.000    0.008    0.000 imputils.py:432(impl_ret_borrowed)
        5    0.000    0.000    0.008    0.002 utils.py:1(<module>)
    13226    0.002    0.000    0.008    0.000 target_extension.py:120(inherits_from)
        1    0.000    0.000    0.008    0.008 pathlib.py:1(<module>)
        1    0.000    0.000    0.008    0.008 multiarray.py:1(<module>)
      103    0.003    0.000    0.008    0.000 __init__.py:355(namedtuple)
        1    0.000    0.000    0.008    0.008 containers.py:1(<module>)
     3304    0.001    0.000    0.008    0.000 __init__.py:179(sub)
      954    0.000    0.000    0.008    0.000 artist.py:1542(is_alias)
      694    0.000    0.000    0.008    0.000 array_analysis.py:329(insert_equiv)
      403    0.001    0.000    0.008    0.000 __init__.py:826(_normalized_name)
        1    0.000    0.000    0.008    0.008 polar.py:1(<module>)
       76    0.001    0.000    0.008    0.000 bytecode.py:268(__init__)
      581    0.000    0.000    0.008    0.000 removerefctpass.py:44(valid_output)
      431    0.000    0.000    0.008    0.000 arrayobj.py:55(mark_positive)
        1    0.000    0.000    0.008    0.008 loader.py:1(<module>)
     1533    0.001    0.000    0.008    0.000 builder.py:826(branch)
      717    0.000    0.000    0.008    0.000 ffi.py:369(__exit__)
       73    0.000    0.000    0.008    0.000 ir_utils.py:1321(simplify_CFG)
       49    0.000    0.000    0.008    0.000 typeinfer.py:781(__call__)
      827    0.001    0.000    0.008    0.000 models.py:97(traverse_models)
      120    0.000    0.000    0.008    0.000 untyped_passes.py:182(run_pass)
        3    0.000    0.000    0.008    0.003 listobj.py:315(allocate)
      322    0.001    0.000    0.008    0.000 base.py:431(insert_const_string)
      815    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
    11981    0.005    0.000    0.008    0.000 typeinfer.py:916(__getitem__)
      244    0.000    0.000    0.008    0.000 static_raise.py:46(match)
     1368    0.002    0.000    0.008    0.000 values.py:806(descr)
      431    0.001    0.000    0.008    0.000 arrayobj.py:44(set_range_metadata)
      239    0.000    0.000    0.008    0.000 extending.py:207(decorate)
      588    0.005    0.000    0.008    0.000 analysis.py:190(compute_live_variables)
    64860    0.008    0.000    0.008    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.008    0.008 randomimpl.py:1(<module>)
     6820    0.002    0.000    0.008    0.000 ir_utils.py:905(is_immutable_type)
     1955    0.002    0.000    0.008    0.000 copy.py:61(copy)
       60    0.000    0.000    0.008    0.000 compiler.py:642(define_untyped_pipeline)
      625    0.001    0.000    0.008    0.000 <frozen posixpath>:408(abspath)
       74    0.000    0.000    0.008    0.000 packer.py:104(from_arguments)
     1937    0.002    0.000    0.008    0.000 array_analysis.py:942(define)
      177    0.000    0.000    0.008    0.000 base.py:652(get_returned_value)
      431    0.001    0.000    0.008    0.000 cgutils.py:656(pack_array)
     2118    0.002    0.000    0.008    0.000 instructions.py:365(descr)
  132/120    0.000    0.000    0.007    0.000 parfor.py:5114(get_parfor_call_table)
       75    0.001    0.000    0.007    0.000 config.py:151(update)
        1    0.000    0.000    0.007    0.007 overrides.py:1(<module>)
        1    0.000    0.000    0.007    0.007 cparser.py:1(<module>)
      532    0.007    0.000    0.007    0.000 {built-in method posix.getcwd}
       19    0.000    0.000    0.007    0.000 callwrapper.py:66(emit_cleanup)
        1    0.000    0.000    0.007    0.007 image.py:1(<module>)
        2    0.000    0.000    0.007    0.004 _util.py:1(<module>)
       74    0.000    0.000    0.007    0.000 config.py:598(reload_config)
      883    0.001    0.000    0.007    0.000 pathlib.py:437(__str__)
      291    0.002    0.000    0.007    0.000 templates.py:189(fold_arguments)
     3214    0.002    0.000    0.007    0.000 values.py:781(__init__)
       15    0.000    0.000    0.007    0.000 static_raise.py:39(_try_infer_constant)
     2115    0.000    0.000    0.007    0.000 parfor.py:5042(_get_saved_call_nodes)
8037/7977    0.002    0.000    0.007    0.000 types.py:121(_to_string)
       60    0.000    0.000    0.007    0.000 untyped_passes.py:59(run_pass)
      122    0.002    0.000    0.007    0.000 analysis.py:291(dead_branch_prune)
      237    0.001    0.000    0.007    0.000 callconv.py:736(check_try_status)
     2752    0.003    0.000    0.007    0.000 numpy_support.py:125(as_dtype)
     1336    0.002    0.000    0.007    0.000 ir_utils.py:2211(enforce_no_dels)
       19    0.000    0.000    0.007    0.000 ssa.py:84(_fix_ssa_vars)
       48    0.000    0.000    0.007    0.000 context.py:329(resolve_setitem)
     2063    0.003    0.000    0.007    0.000 byteflow.py:153(_run_handle_exception)
        3    0.000    0.000    0.007    0.002 listobj.py:227(allocate_ex)
       15    0.001    0.000    0.007    0.000 parallel.py:379(_launch_threads)
        1    0.000    0.000    0.007    0.007 parfor.py:1(<module>)
        1    0.000    0.000    0.007    0.007 parallel.py:674(_iget_num_threads)
      403    0.003    0.000    0.007    0.000 __init__.py:347(__new__)
     1368    0.002    0.000    0.007    0.000 values.py:794(__init__)
     2415    0.001    0.000    0.007    0.000 values.py:452(_to_string)
     1446    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
      142    0.001    0.000    0.007    0.000 parfor.py:4749(_update_parfor_get_setitems)
     2438    0.003    0.000    0.007    0.000 instructions.py:711(descr)
       94    0.000    0.000    0.007    0.000 __init__.py:1391(_preprocess_data)
        1    0.000    0.000    0.007    0.007 font_manager.py:1(<module>)
      566    0.001    0.000    0.007    0.000 typed_passes.py:700(_get_callable_info)
    85955    0.007    0.000    0.007    0.000 event.py:148(is_end)
    48773    0.007    0.000    0.007    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.007    0.007 textpath.py:1(<module>)
   100780    0.007    0.000    0.007    0.000 event.py:108(kind)
       78    0.000    0.000    0.007    0.000 models.py:615(from_argument)
      723    0.000    0.000    0.007    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       54    0.001    0.000    0.006    0.000 enum.py:528(__new__)
       21    0.000    0.000    0.006    0.000 parfor.py:5052(rename_global_or_getattr)
       88    0.000    0.000    0.006    0.000 callconv.py:767(return_status_propagate)
     1740    0.001    0.000    0.006    0.000 event.py:436(on_exit)
       46    0.000    0.000    0.006    0.000 models.py:625(from_return)
     3956    0.004    0.000    0.006    0.000 functions.py:78(add_error)
     1643    0.004    0.000    0.006    0.000 functools.py:35(update_wrapper)
    34770    0.006    0.000    0.006    0.000 cpu_options.py:123(<genexpr>)
     5982    0.003    0.000    0.006    0.000 {method '__reduce_ex__' of 'object' objects}
      121    0.004    0.000    0.006    0.000 {built-in method builtins.eval}
    46253    0.005    0.000    0.006    0.000 _utils.py:71(_stringify_metadata)
        7    0.000    0.000    0.006    0.001 templates.py:1107(method_impl)
     1897    0.001    0.000    0.006    0.000 itanium_mangler.py:63(_escape_string)
     8356    0.006    0.000    0.006    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
    57088    0.006    0.000    0.006    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.006    0.006 category.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _array_api.py:1(<module>)
       10    0.000    0.000    0.006    0.001 typeconv.py:103(safe_unsafe)
       72    0.000    0.000    0.006    0.000 listobj.py:162(_payload)
     21/5    0.000    0.000    0.006    0.001 parfor.py:3188(_arrayexpr_tree_to_ir)
       72    0.000    0.000    0.006    0.000 listobj.py:22(get_list_payload)
    16/14    0.000    0.000    0.006    0.000 parfor.py:4070(parfor_insert_dels)
     1299    0.003    0.000    0.006    0.000 typeinfer.py:513(fold_arg_vars)
     3531    0.004    0.000    0.006    0.000 cpu_options.py:112(_get_values)
      891    0.002    0.000    0.006    0.000 npydecl.py:25(_handle_inputs)
        1    0.000    0.000    0.006    0.006 secrets.py:1(<module>)
      698    0.001    0.000    0.006    0.000 pprint.py:247(_pprint_tuple)
       74    0.000    0.000    0.006    0.000 targetconfig.py:290(get_mangle_string)
      658    0.000    0.000    0.006    0.000 cgutils.py:682(unpack_tuple)
     6168    0.001    0.000    0.006    0.000 base.py:372(_insert_getattr_defn)
     6282    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        7    0.000    0.000    0.006    0.001 listobj.py:510(getitem_list)
     9464    0.003    0.000    0.006    0.000 types.py:27(as_pointer)
        1    0.000    0.000    0.006    0.006 legend.py:342(Legend)
      325    0.000    0.000    0.006    0.000 lowering.py:818(_cast_var)
        9    0.000    0.000    0.006    0.001 tokenize.py:445(open)
    51988    0.006    0.000    0.006    0.000 {method 'insert' of 'list' objects}
      212    0.000    0.000    0.006    0.000 typeinfer.py:1510(typeof_const)
      148    0.000    0.000    0.006    0.000 itanium_mangler.py:163(mangle_args)
2242/1701    0.002    0.000    0.006    0.000 array_analysis.py:420(_get_names)
     4323    0.002    0.000    0.006    0.000 ir_utils.py:1553(get_definition)
        7    0.000    0.000    0.006    0.001 legend_handler.py:171(__init__)
       12    0.006    0.000    0.006    0.000 legend_handler.py:62(__init__)
        1    0.000    0.000    0.006    0.006 legend_handler.py:524(__init__)
        1    0.000    0.000    0.006    0.006 parse.py:1(<module>)
        9    0.006    0.001    0.006    0.001 {method 'readlines' of '_io._IOBase' objects}
     6168    0.001    0.000    0.006    0.000 base.py:376(_insert_setattr_defn)
      319    0.000    0.000    0.006    0.000 extending.py:157(wrap)
     6168    0.001    0.000    0.006    0.000 base.py:380(_insert_cast_defn)
      192    0.001    0.000    0.006    0.000 array_analysis.py:2026(_index_to_shape)
      374    0.001    0.000    0.006    0.000 arrayobj.py:63(make_array)
     4252    0.003    0.000    0.006    0.000 artist.py:1555(aliased_name)
    11248    0.003    0.000    0.006    0.000 <frozen os>:791(encode)
      850    0.001    0.000    0.006    0.000 pathlib.py:551(drive)
     6168    0.001    0.000    0.006    0.000 base.py:384(_insert_get_constant_defn)
 1090/332    0.001    0.000    0.006    0.000 itanium_mangler.py:127(mangle_type_or_value)
     5547    0.002    0.000    0.006    0.000 instructions.py:134(descr_arg)
      577    0.001    0.000    0.006    0.000 module.py:189(functions)
     4910    0.002    0.000    0.006    0.000 target_extension.py:52(get_local_target)
        7    0.000    0.000    0.006    0.001 arrayobj.py:3620(_make_views)
    11119    0.004    0.000    0.006    0.000 enum.py:726(__call__)
      963    0.002    0.000    0.006    0.000 models.py:709(traverse)
      319    0.000    0.000    0.006    0.000 extending.py:140(register_jitable)
     1122    0.003    0.000    0.006    0.000 parfor.py:4880(wrap_parfor_blocks)
        7    0.000    0.000    0.006    0.001 arrayobj.py:5263(wrap)
22467/9012    0.005    0.000    0.006    0.000 packer.py:144(rec)
      321    0.000    0.000    0.006    0.000 interpreter.py:1590(_end_current_block)
    96854    0.006    0.000    0.006    0.000 targetconfig.py:38(default)
      680    0.001    0.000    0.006    0.000 typeinfer.py:201(__call__)
    48773    0.006    0.000    0.006    0.000 {method 'release' of '_thread.RLock' objects}
    13844    0.005    0.000    0.006    0.000 registry.py:67(__getitem__)
    12231    0.002    0.000    0.006    0.000 templates.py:361(<genexpr>)
        1    0.000    0.000    0.005    0.005 axis3d.py:1(<module>)
      665    0.000    0.000    0.005    0.000 packer.py:167(__init__)
      208    0.002    0.000    0.005    0.000 executionengine.py:145(_find_module_ptr)
    13611    0.004    0.000    0.005    0.000 values.py:575(function_type)
      178    0.000    0.000    0.005    0.000 module.py:145(data_layout)
      566    0.000    0.000    0.005    0.000 typed_passes.py:702(get_func_type)
    34712    0.004    0.000    0.005    0.000 analysis.py:69(<genexpr>)
     3287    0.001    0.000    0.005    0.000 <frozen _collections_abc>:892(__iter__)
      332    0.000    0.000    0.005    0.000 cgutils.py:145(_get_ptr_by_name)
      916    0.001    0.000    0.005    0.000 cgutils.py:435(add_global_variable)
      336    0.005    0.000    0.005    0.000 _compiler.py:243(_optimize_charset)
        7    0.000    0.000    0.005    0.001 arrayobj.py:3648(_make_view)
        1    0.000    0.000    0.005    0.005 typeof.py:1(<module>)
    41144    0.005    0.000    0.005    0.000 controlflow.py:118(successors)
      822    0.001    0.000    0.005    0.000 pathlib.py:407(_load_parts)
     5171    0.003    0.000    0.005    0.000 ir.py:1550(get_definition)
      665    0.000    0.000    0.005    0.000 packer.py:170(_build_unflatten_code)
     1970    0.002    0.000    0.005    0.000 instructions.py:30(descr)
      887    0.000    0.000    0.005    0.000 models.py:651(set)
    12212    0.005    0.000    0.005    0.000 {method 'split' of 'str' objects}
      256    0.000    0.000    0.005    0.000 typeof.py:90(_typeof_type)
       10    0.000    0.000    0.005    0.001 numbers.py:129(_int_divmod_impl)
      509    0.000    0.000    0.005    0.000 array_analysis.py:1027(_get_shape)
      625    0.000    0.000    0.005    0.000 base.py:451(insert_unique_const)
     2890    0.001    0.000    0.005    0.000 builder.py:290(_branch_helper)
        1    0.000    0.000    0.005    0.005 npytypes.py:1(<module>)
     1531    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:632(cached)
       88    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       95    0.005    0.000    0.005    0.000 {built-in method posix.listdir}
       84    0.000    0.000    0.005    0.000 pythonapi.py:858(gil_ensure)
        3    0.000    0.000    0.005    0.002 imputils.py:362(call_iternext)
    68537    0.005    0.000    0.005    0.000 builder.py:195(block)
     1122    0.003    0.000    0.005    0.000 parfor.py:4896(unwrap_parfor_blocks)
      335    0.001    0.000    0.005    0.000 arraydecl.py:21(get_array_index_type)
      577    0.000    0.000    0.005    0.000 module.py:248(_dispose)
  426/396    0.000    0.000    0.005    0.000 models.py:460(as_argument)
        7    0.000    0.000    0.005    0.001 arrayobj.py:4321(_parse_empty_args)
        1    0.000    0.000    0.005    0.005 quiver.py:1(<module>)
        7    0.000    0.000    0.005    0.001 arrayobj.py:4273(_parse_shape)
       76    0.000    0.000    0.005    0.000 byteflow.py:1996(__init__)
 2738/665    0.003    0.000    0.005    0.000 packer.py:175(rec)
        1    0.000    0.000    0.005    0.005 _parser.py:1(<module>)
      527    0.001    0.000    0.005    0.000 values.py:70(wrapped)
        1    0.000    0.000    0.005    0.005 scale.py:1(<module>)
      342    0.001    0.000    0.005    0.000 builder.py:320(if_else)
        9    0.000    0.000    0.005    0.001 numbers.py:189(int_rem_impl)
     2083    0.002    0.000    0.005    0.000 typeinfer.py:1185(check_var)
    28047    0.005    0.000    0.005    0.000 {method 'encode' of 'str' objects}
      269    0.000    0.000    0.005    0.000 arraydecl.py:209(generic)
     3179    0.001    0.000    0.005    0.000 typeinfer.py:54(add_type)
      808    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
      402    0.000    0.000    0.005    0.000 __init__.py:310(_from_text_for)
    23176    0.003    0.000    0.005    0.000 ir.py:256(__hash__)
  214/208    0.000    0.000    0.005    0.000 itanium_mangler.py:154(mangle_templated_ident)
    13/11    0.000    0.000    0.005    0.000 parfor.py:2755(_replace_loop_access_indices)
      608    0.001    0.000    0.005    0.000 cgutils.py:993(global_constant)
        2    0.000    0.000    0.005    0.002 builtins.py:390(next_impl)
      135    0.000    0.000    0.005    0.000 base.py:576(get_getattr)
        1    0.000    0.000    0.005    0.005 arrayobj.py:5862(codegen)
      205    0.001    0.000    0.005    0.000 array_analysis.py:3112(_gen_shape_call)
     1570    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.005    0.005 numeric.py:1(<module>)
      338    0.001    0.000    0.005    0.000 typeinfer.py:222(__call__)
    59752    0.005    0.000    0.005    0.000 values.py:554(_get_name)
        1    0.000    0.000    0.005    0.005 arrayobj.py:5700(_np_concatenate)
      885    0.001    0.000    0.005    0.000 builder.py:160(wrapped)
       76    0.000    0.000    0.005    0.000 byteflow.py:217(_prune_phis)
        1    0.000    0.000    0.005    0.005 lowering.py:1(<module>)
     3031    0.001    0.000    0.005    0.000 warnings.py:168(simplefilter)
        1    0.000    0.000    0.005    0.005 numpy_support.py:1(<module>)
     7278    0.002    0.000    0.005    0.000 {built-in method builtins.all}
     5555    0.001    0.000    0.005    0.000 values.py:989(<genexpr>)
     3575    0.002    0.000    0.005    0.000 builder.py:357(_set_terminator)
    12487    0.003    0.000    0.005    0.000 value.py:87(__init__)
     7433    0.004    0.000    0.005    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.004    0.004 __init__.py:240(_check_versions)
       94    0.001    0.000    0.004    0.000 ir_utils.py:1284(rename_labels)
       13    0.000    0.000    0.004    0.000 listobj.py:194(setitem)
     1692    0.001    0.000    0.004    0.000 compiler_machinery.py:201(add_pass)
      417    0.000    0.000    0.004    0.000 controlflow.py:211(_topo_order)
      162    0.000    0.000    0.004    0.000 packer.py:115(assign_names)
      505    0.001    0.000    0.004    0.000 array_analysis.py:608(_get_shape)
      180    0.000    0.000    0.004    0.000 transforms.py:93(populate)
     1927    0.001    0.000    0.004    0.000 functools.py:818(dispatch)
     3486    0.003    0.000    0.004    0.000 {method 'sub' of 're.Pattern' objects}
      462    0.000    0.000    0.004    0.000 module.py:76(_dispose)
     2233    0.002    0.000    0.004    0.000 byteflow.py:1740(append)
        2    0.000    0.000    0.004    0.002 _matfuncs.py:1(<module>)
      321    0.002    0.000    0.004    0.000 interpreter.py:1657(_remove_unused_temporaries)
     5076    0.001    0.000    0.004    0.000 compiler_machinery.py:432(get)
      486    0.001    0.000    0.004    0.000 interpreter.py:2221(op_LOAD_FAST)
    12779    0.003    0.000    0.004    0.000 models.py:674(get_field_position)
      417    0.000    0.000    0.004    0.000 controlflow.py:634(_find_topo_order)
      264    0.001    0.000    0.004    0.000 _compiler.py:511(_compile_info)
        1    0.000    0.000    0.004    0.004 parallel.py:416(select_from_backends)
        1    0.000    0.000    0.004    0.004 parallel.py:389(select_known_backend)
    34823    0.004    0.000    0.004    0.000 controlflow.py:126(predecessors)
      683    0.000    0.000    0.004    0.000 builder.py:588(icmp_unsigned)
      619    0.001    0.000    0.004    0.000 array_analysis.py:512(_insert)
        1    0.000    0.000    0.004    0.004 ExifTags.py:1(<module>)
      537    0.000    0.000    0.004    0.000 contextlib.py:511(enter_context)
       94    0.000    0.000    0.004    0.000 typed_passes.py:678(_get_attr_info)
      213    0.000    0.000    0.004    0.000 containers.py:144(from_types)
    12674    0.003    0.000    0.004    0.000 types.py:241(format_constant)
        1    0.000    0.000    0.004    0.004 PngImagePlugin.py:1(<module>)
     1242    0.001    0.000    0.004    0.000 cffi_utils.py:39(is_cffi_func)
        1    0.000    0.000    0.004    0.004 codegen.py:1(<module>)
      363    0.000    0.000    0.004    0.000 templates.py:1021(resolve)
     1068    0.000    0.000    0.004    0.000 ssa.py:333(on_assign)
    32157    0.004    0.000    0.004    0.000 {method 'pop' of 'dict' objects}
     6493    0.004    0.000    0.004    0.000 __init__.py:517(cast)
      359    0.001    0.000    0.004    0.000 module.py:89(get_global_variable)
        1    0.000    0.000    0.004    0.004 typedlist.py:1(<module>)
        1    0.000    0.000    0.004    0.004 helpers.py:1(<module>)
        8    0.000    0.000    0.004    0.001 __init__.py:794(<genexpr>)
     7088    0.002    0.000    0.004    0.000 context.py:250(_get_attribute_templates)
      548    0.001    0.000    0.004    0.000 array_analysis.py:626(get_shape_classes)
        7    0.000    0.000    0.004    0.001 __init__.py:692(search)
       17    0.000    0.000    0.004    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.004    0.004 c_parser.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cm.py:1(<module>)
    13196    0.003    0.000    0.004    0.000 controlflow.py:96(add_node)
       15    0.000    0.000    0.004    0.000 lowering.py:636(lower_static_raise)
      252    0.000    0.000    0.004    0.000 base.py:954(get_python_api)
       15    0.000    0.000    0.004    0.000 lowering.py:159(return_exception)
      561    0.002    0.000    0.004    0.000 enum.py:254(__set_name__)
       15    0.000    0.000    0.004    0.000 boxing.py:49(unbox_integer)
      808    0.000    0.000    0.004    0.000 __init__.py:312(<genexpr>)
        9    0.000    0.000    0.004    0.000 typeconv.py:96(promote_unsafe)
       19    0.000    0.000    0.004    0.000 callwrapper.py:197(get_env)
      571    0.000    0.000    0.004    0.000 builder.py:858(ret)
        1    0.000    0.000    0.004    0.004 _misc.py:1(<module>)
    58030    0.004    0.000    0.004    0.000 {built-in method builtins.iter}
        7    0.000    0.000    0.004    0.001 __init__.py:701(lookup)
        7    0.001    0.000    0.004    0.001 __init__.py:707(__init__)
     2557    0.002    0.000    0.004    0.000 byteflow.py:1722(make_temp)
       14    0.000    0.000    0.004    0.000 arrayobj.py:2776(array_size)
2868/2782    0.001    0.000    0.004    0.000 ir.py:1187(get_exact)
      357    0.000    0.000    0.004    0.000 controlflow.py:298(topo_order)
     5558    0.002    0.000    0.004    0.000 ir.py:593(<genexpr>)
       42    0.000    0.000    0.004    0.000 listobj.py:60(_gep)
        1    0.000    0.000    0.004    0.004 _svds.py:1(<module>)
        1    0.000    0.000    0.004    0.004 arrayobj.py:1(<module>)
     2911    0.001    0.000    0.004    0.000 castgraph.py:39(insert)
       48    0.000    0.000    0.004    0.000 __init__.py:1347(_add_data_doc)
        1    0.000    0.000    0.004    0.004 typeddict.py:1(<module>)
      116    0.000    0.000    0.004    0.000 array_analysis.py:2116(_analyze_op_getitem)
      252    0.002    0.000    0.004    0.000 pythonapi.py:169(__init__)
       12    0.000    0.000    0.004    0.000 npyimpl.py:497(do_ufunc)
     2427    0.001    0.000    0.004    0.000 bytecode.py:245(next)
    12910    0.002    0.000    0.004    0.000 utils.py:372(key)
      103    0.000    0.000    0.004    0.000 module.py:56(__str__)
       12    0.000    0.000    0.004    0.000 npyimpl.py:335(numpy_ufunc_kernel)
      441    0.000    0.000    0.004    0.000 pathlib.py:447(__fspath__)
       60    0.001    0.000    0.004    0.000 typed_passes.py:911(_strip_phi_nodes)
      641    0.000    0.000    0.004    0.000 module.py:215(_get_metadata_lines)
     7452    0.002    0.000    0.004    0.000 values.py:875(_to_list)
      493    0.003    0.000    0.004    0.000 controlflow.py:512(_find_dominators_internal)
      716    0.001    0.000    0.004    0.000 event.py:337(install_timer)
     6813    0.003    0.000    0.004    0.000 compiler_machinery.py:429(is_registered)
       48    0.000    0.000    0.004    0.000 options.py:30(parse_as_flags)
      103    0.000    0.000    0.004    0.000 codegen.py:569(create_ir_module)
       60    0.000    0.000    0.004    0.000 untyped_passes.py:265(run_pass)
        2    0.000    0.000    0.004    0.002 readers.py:1(<module>)
     1665    0.002    0.000    0.004    0.000 <frozen posixpath>:71(join)
     5217    0.002    0.000    0.004    0.000 models.py:685(get_type)
      178    0.000    0.000    0.004    0.000 transforms.py:90(_populate_function_pm)
       21    0.000    0.000    0.004    0.000 ir_utils.py:373(replace_vars)
     9770    0.003    0.000    0.004    0.000 utils.py:485(__setitem__)
       18    0.000    0.000    0.004    0.000 rcsetup.py:799(validate_cycler)
     1806    0.002    0.000    0.004    0.000 numpy_support.py:387(choose_types)
    69794    0.004    0.000    0.004    0.000 copy.py:172(_deepcopy_atomic)
       76    0.001    0.000    0.004    0.000 interpreter.py:505(peep_hole_call_function_ex_to_call_function_kw)
     1692    0.001    0.000    0.004    0.000 compiler_machinery.py:188(_validate_pass)
    13368    0.003    0.000    0.004    0.000 __init__.py:1517(debug)
     4325    0.002    0.000    0.004    0.000 context.py:455(_lookup_global)
        1    0.000    0.000    0.004    0.004 generator_methods.py:1(<module>)
        1    0.000    0.000    0.004    0.004 common.py:8(pyparsing_common)
      176    0.001    0.000    0.004    0.000 array_analysis.py:2194(_analyze_op_call)
        1    0.000    0.000    0.004    0.004 interpreter.py:1(<module>)
        1    0.000    0.000    0.004    0.004 ticker.py:1(<module>)
       74    0.000    0.000    0.004    0.000 typed_passes.py:543(run_pass)
       60    0.000    0.000    0.004    0.000 transforms.py:361(with_lifting)
       76    0.000    0.000    0.004    0.000 byteflow.py:89(__init__)
      827    0.002    0.000    0.004    0.000 models.py:103(traverse_types)
        1    0.000    0.000    0.004    0.004 _svdp.py:1(<module>)
      808    0.000    0.000    0.004    0.000 __init__.py:316(<genexpr>)
       42    0.000    0.000    0.004    0.000 listobj.py:56(data)
     2979    0.002    0.000    0.004    0.000 ir.py:1171(define)
     1080    0.001    0.000    0.004    0.000 typeinfer.py:1669(typeof_expr)
     5218    0.002    0.000    0.004    0.000 builder.py:264(goto_block)
       42    0.000    0.000    0.004    0.000 base.py:682(pair_second)
        2    0.000    0.000    0.004    0.002 arrayobj.py:5272(compute_sequence_shape)
     2556    0.001    0.000    0.004    0.000 interpreter.py:1850(get)
     7156    0.003    0.000    0.004    0.000 controlflow.py:602(push_state)
  119/103    0.000    0.000    0.004    0.000 typing.py:515(__getitem__)
      207    0.000    0.000    0.003    0.000 base.py:1001(make_array)
      273    0.001    0.000    0.003    0.000 typing.py:1260(__init__)
      334    0.000    0.000    0.003    0.000 callconv.py:838(type_may_always_need_nrt)
     1242    0.002    0.000    0.003    0.000 api.py:194(typeof)
