OptimisedNumPy.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.315, Time: 2.556624 s
         4043099 function calls (4027760 primitive calls) in 3.129 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      698    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 TiffTags.py:429(_populate)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:514(_get_config_or_cache_dir)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
      196    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       11    0.000    0.000    0.000    0.000 version.py:47(parse)
        1    0.000    0.000    0.000    0.000 ticker.py:2240(LogLocator)
      126    0.000    0.000    0.000    0.000 inspect.py:1835(getattr_static)
        6    0.000    0.000    0.000    0.000 pathlib.py:835(stat)
        1    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
     1082    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       58    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
1613/1611    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       41    0.000    0.000    0.000    0.000 _compiler.py:386(_mk_bitmap)
      828    0.000    0.000    0.000    0.000 typing.py:1270(__eq__)
      784    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        2    0.000    0.000    0.000    0.000 pathlib.py:164(select_from)
       11    0.000    0.000    0.000    0.000 version.py:188(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:360(_get_scalar_type_map)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
       84    0.000    0.000    0.000    0.000 core.py:3904(<genexpr>)
        1    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
      170    0.000    0.000    0.000    0.000 colors.py:953(copy)
     1602    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:661(_cmp_fn)
      665    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      545    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
      644    0.000    0.000    0.000    0.000 inspect.py:296(isclass)
    379/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
       56    0.000    0.000    0.000    0.000 typing.py:1575(<genexpr>)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
       14    0.000    0.000    0.000    0.000 core.py:5585(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:2360(Figure)
        1    0.000    0.000    0.000    0.000 tokenize.py:352(detect_encoding)
      201    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
      679    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      112    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
      365    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
  205/195    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
  793/575    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
       31    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      839    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      131    0.000    0.000    0.000    0.000 core.py:1915(__eq__)
      816    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      566    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
     1284    0.000    0.000    0.000    0.000 typing.py:1264(<genexpr>)
       39    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
      672    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
       13    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2692(max)
       28    0.000    0.000    0.000    0.000 pathlib.py:1065(_make_child_relpath)
       52    0.000    0.000    0.000    0.000 numeric.py:67(zeros_like)
       27    0.000    0.000    0.000    0.000 artist.py:45(allow_rasterization)
        2    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
      177    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       36    0.000    0.000    0.000    0.000 rcsetup.py:744(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2802(NavigationToolbar2)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
      170    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
      605    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
  306/282    0.000    0.000    0.000    0.000 results.py:159(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:305(GPS)
      806    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
       23    0.000    0.000    0.000    0.000 core.py:4948(__init__)
      537    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
      146    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       14    0.000    0.000    0.000    0.000 typing.py:1533(copy_with)
      317    0.000    0.000    0.000    0.000 function_base.py:465(_needs_add_docstring)
       11    0.000    0.000    0.000    0.000 core.py:1663(__call__)
      125    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
        1    0.000    0.000    0.000    0.000 patches.py:3086(ArrowStyle)
        1    0.000    0.000    0.000    0.000 widgets.py:344(Slider)
      357    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      409    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       18    0.000    0.000    0.000    0.000 cycler.py:415(cycler)
       40    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       52    0.000    0.000    0.000    0.000 twodim_base.py:158(eye)
        2    0.000    0.000    0.000    0.000 dataclasses.py:627(_repr_fn)
        8    0.000    0.000    0.000    0.000 core.py:561(_setResultsName)
      126    0.000    0.000    0.000    0.000 inspect.py:1796(_check_class)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
       58    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       77    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 pathlib.py:81(_make_selector)
      614    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:193(__init__)
       22    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:609(gen_candidates)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:1392(__radd__)
        5    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
     1024    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2658(ConnectionStyle)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      448    0.000    0.000    0.000    0.000 typing.py:1583(__eq__)
       33    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
      402    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 pathlib.py:106(_compile_pattern)
       43    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
      526    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
      578    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
      242    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
       40    0.000    0.000    0.000    0.000 colors.py:1149(__init__)
       60    0.000    0.000    0.000    0.000 inspect.py:2802(replace)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
       15    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
      103    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       44    0.000    0.000    0.000    0.000 typing.py:995(_typevar_subst)
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
      147    0.000    0.000    0.000    0.000 TiffTags.py:35(__new__)
       18    0.000    0.000    0.000    0.000 cycler.py:474(_cycler)
       39    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        3    0.000    0.000    0.000    0.000 pathlib.py:1197(home)
      337    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.000    0.000 _methods.py:67(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 __init__.py:552(get_configdir)
     2107    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       49    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
      792    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 widgets.py:2533(SpanSelector)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
     1136    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       32    0.000    0.000    0.000    0.000 __init__.py:667(__init__)
        6    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
       45    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
      400    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       51    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 widgets.py:615(RangeSlider)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 unicode.py:118(pyparsing_unicode)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 widgets.py:1341(TextBox)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       47    0.000    0.000    0.000    0.000 typing.py:1472(<genexpr>)
        7    0.000    0.000    0.000    0.000 core.py:5590(__add__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
      182    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
      791    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x12027fc40}
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       18    0.000    0.000    0.000    0.000 cycler.py:206(_from_iter)
      222    0.000    0.000    0.000    0.000 transforms.py:1329(<genexpr>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     1876    0.000    0.000    0.000    0.000 __init__.py:847(<lambda>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       34    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       53    0.000    0.000    0.000    0.000 linalg.py:159(_commonType)
      201    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       10    0.000    0.000    0.000    0.000 core.py:4147(_generateDefaultName)
       18    0.000    0.000    0.000    0.000 cycler.py:364(by_key)
        1    0.000    0.000    0.000    0.000 contour.py:716(ContourSet)
      356    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
       90    0.000    0.000    0.000    0.000 _parser.py:449(_uniq)
       33    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
      425    0.000    0.000    0.000    0.000 typing.py:953(__eq__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1398(expanduser)
      455    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
       50    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
       28    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       39    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
       20    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 ExifTags.py:360(LightSource)
        1    0.000    0.000    0.000    0.000 geo.py:246(AitoffAxes)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:450(DebugActions)
       12    0.000    0.000    0.000    0.000 functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(IdentityTransform)
        1    0.000    0.000    0.000    0.000 widgets.py:3738(LassoSelector)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
      162    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
       63    0.000    0.000    0.000    0.000 inspect.py:2140(_signature_is_builtin)
       44    0.000    0.000    0.000    0.000 results.py:533(copy)
      130    0.000    0.000    0.000    0.000 colors.py:967(__init__)
       81    0.000    0.000    0.000    0.000 typing.py:979(_is_unpacked_typevartuple)
      318    0.000    0.000    0.000    0.000 __init__.py:781(__iter__)
        9    0.000    0.000    0.000    0.000 typing.py:1985(__init_subclass__)
        1    0.000    0.000    0.000    0.000 patches.py:4054(FancyArrowPatch)
        3    0.000    0.000    0.000    0.000 core.py:681(add_parse_action)
        2    0.000    0.000    0.000    0.000 typing.py:2874(__new__)
      355    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 axis.py:43(Tick)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
      448    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
      316    0.000    0.000    0.000    0.000 rcsetup.py:878(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
      359    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:571(get_cachedir)
      201    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertAxes)
       36    0.000    0.000    0.000    0.000 core.py:4148(<genexpr>)
        1    0.000    0.000    0.000    0.000 geo.py:341(MollweideAxes)
      822    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
        4    0.000    0.000    0.000    0.000 colors.py:1679(_make_norm_from_scale)
      431    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1259(Arrow)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      211    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
      470    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2293(BoxStyle)
      133    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      562    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
      713    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       34    0.000    0.000    0.000    0.000 numeric.py:136(ones)
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:1551(__or__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       49    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
       38    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
       24    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
       52    0.000    0.000    0.000    0.000 core.py:3819(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3814(PolygonSelector)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       51    0.000    0.000    0.000    0.000 stride_tricks.py:416(_broadcast_shape)
       27    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3807(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 transforms.py:211(BboxBase)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      836    0.000    0.000    0.000    0.000 inspect.py:3079(parameters)
      103    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
      142    0.000    0.000    0.000    0.000 inspect.py:1822(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
       51    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
      362    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      248    0.000    0.000    0.000    0.000 patches.py:2271(<genexpr>)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 patches.py:4394(ConnectionPatch)
        4    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1212(AnnotationBbox)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
      154    0.000    0.000    0.000    0.000 core.py:757(preParse)
       78    0.000    0.000    0.000    0.000 util.py:111(set_)
      170    0.000    0.000    0.000    0.000 colors.py:677(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:1860(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
      312    0.000    0.000    0.000    0.000 typing.py:1621(__eq__)
       12    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
       49    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       63    0.000    0.000    0.000    0.000 inspect.py:2482(_descriptor_get)
        1    0.000    0.000    0.000    0.000 unicode.py:85(identchars)
       67    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
        8    0.000    0.000    0.000    0.000 core.py:4758(__init__)
       28    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 image.py:1034(NonUniformImage)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
      264    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 widgets.py:1949(Cursor)
      222    0.000    0.000    0.000    0.000 transforms.py:1335(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3727(_setResultsName)
        2    0.000    0.000    0.000    0.000 pathlib.py:1306(mkdir)
      170    0.000    0.000    0.000    0.000 textwrap.py:479(predicate)
       78    0.000    0.000    0.000    0.000 util.py:108(get)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_data_path)
       19    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
       49    0.000    0.000    0.000    0.000 typing.py:1560(<genexpr>)
        1    0.000    0.000    0.000    0.000 widgets.py:3056(ToolHandles)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 twodim_base.py:534(vander)
      799    0.000    0.000    0.000    0.000 inspect.py:2790(default)
      107    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 widgets.py:2945(ToolLineHandles)
       18    0.000    0.000    0.000    0.000 cycler.py:135(__init__)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
       45    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
       33    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
      359    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
       33    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
      387    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        2    0.000    0.000    0.000    0.000 core.py:528(set_results_name)
        1    0.000    0.000    0.000    0.000 transforms.py:2338(CompositeGenericTransform)
       28    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       28    0.000    0.000    0.000    0.000 pathlib.py:618(stem)
        6    0.000    0.000    0.000    0.000 typing.py:1740(_get_protocol_attrs)
      222    0.000    0.000    0.000    0.000 patches.py:2264(<genexpr>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       22    0.000    0.000    0.000    0.000 core.py:959(reset_cache)
        1    0.000    0.000    0.000    0.000 widgets.py:4182(Lasso)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        3    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
      451    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
        8    0.000    0.000    0.000    0.000 core.py:5716(<genexpr>)
      194    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
       29    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
        4    0.000    0.000    0.000    0.000 inspect.py:3111(__hash__)
       51    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
        9    0.000    0.000    0.000    0.000 typing.py:1114(_generic_init_subclass)
       19    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        1    0.000    0.000    0.000    0.000 widgets.py:996(CheckButtons)
       96    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
      201    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
       13    0.000    0.000    0.000    0.000 core.py:8406(_replace_return_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       63    0.000    0.000    0.000    0.000 inspect.py:2154(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 quiver.py:443(Quiver)
       54    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
        1    0.000    0.000    0.000    0.000 transforms.py:1884(Affine2D)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:143(Transpose)
      106    0.000    0.000    0.000    0.000 linalg.py:153(_realType)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1615(Annotation)
        1    0.000    0.000    0.000    0.000 patches.py:2905(Arc)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
      210    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
