OptNumbNoPar.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.267, Time: 0.698412 s
         9704223 function calls (9151302 primitive calls) in 3.807 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      602    0.000    0.000    0.001    0.000 analysis.py:617(rewrite_tuple_len)
     6196    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
     3597    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
       13    0.000    0.000    0.001    0.000 deprecation.py:198(_inner_deprecate_positional_args)
        1    0.000    0.000    0.001    0.001 mathdecl.py:1(<module>)
     3316    0.000    0.000    0.001    0.000 _parser.py:164(__len__)
        1    0.000    0.000    0.001    0.001 numbers.py:168(int_floordiv_impl)
       49    0.000    0.000    0.001    0.000 controlflow.py:555(_find_dominators)
       86    0.000    0.000    0.001    0.000 codegen.py:32(_parse_refprune_flags)
      750    0.000    0.000    0.001    0.000 _compiler.py:398(_simple)
     4677    0.001    0.000    0.001    0.000 lowering.py:307(typeof)
       30    0.000    0.000    0.001    0.000 pythonapi.py:870(gil_release)
       49    0.000    0.000    0.001    0.000 controlflow.py:634(_find_topo_order)
       49    0.000    0.000    0.001    0.000 postproc.py:235(remove_dels)
    12166    0.001    0.000    0.001    0.000 ir.py:276(__contains__)
     5357    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
      356    0.000    0.000    0.001    0.000 inspect.py:785(_findclass)
        8    0.000    0.000    0.001    0.000 npyimpl.py:477(generate)
      832    0.000    0.000    0.001    0.000 __init__.py:82(find_spec)
       67    0.000    0.000    0.001    0.000 interpreter.py:2779(op_BINARY_OP)
     78/4    0.000    0.000    0.001    0.000 core.py:909(_parseCache)
        5    0.000    0.000    0.001    0.000 ir.py:1012(infer_constant)
      204    0.000    0.000    0.001    0.000 static_getitem.py:57(match)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        3    0.000    0.000    0.001    0.000 npydecl.py:194(install_operations)
     2057    0.000    0.000    0.001    0.000 models.py:48(get_argument_type)
       49    0.000    0.000    0.001    0.000 untyped_passes.py:1646(run_pass)
        1    0.000    0.000    0.001    0.001 listdecl.py:1(<module>)
     2090    0.000    0.000    0.001    0.000 ir.py:1115(is_temp)
       84    0.000    0.000    0.001    0.000 __init__.py:244(make_alias)
     1555    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
     2333    0.001    0.000    0.001    0.000 analysis.py:182(<genexpr>)
     8295    0.001    0.000    0.001    0.000 common.py:27(_is_shutting_down)
     2384    0.000    0.000    0.001    0.000 abstract.py:20(_autoincr)
       24    0.000    0.000    0.001    0.000 cgutils.py:395(alloca_once_value)
     1833    0.000    0.000    0.001    0.000 numpy_support.py:86(from_dtype)
        9    0.000    0.000    0.001    0.000 npyimpl.py:94(update_indices)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.001    0.001 environment.py:1(<module>)
       35    0.000    0.000    0.001    0.000 slicing.py:15(fix_index)
       10    0.000    0.000    0.001    0.000 core.py:2791(_generateDefaultName)
     3630    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
       46    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
       98    0.000    0.000    0.001    0.000 dis.py:729(__init__)
      396    0.000    0.000    0.001    0.000 __init__.py:290(__getattr__)
      942    0.000    0.000    0.001    0.000 ffi.py:273(__del__)
     1555    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
       22    0.000    0.000    0.001    0.000 core.py:4956(parseImpl)
      719    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
      829    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       49    0.000    0.000    0.001    0.000 untyped_passes.py:1692(run_pass)
       53    0.000    0.000    0.001    0.000 interpreter.py:2890(op_RETURN_VALUE)
        1    0.000    0.000    0.001    0.001 caching.py:1(<module>)
      163    0.000    0.000    0.001    0.000 typeinfer.py:1759(typeof_call)
     1239    0.001    0.000    0.001    0.000 controlflow.py:89(__init__)
        4    0.000    0.000    0.001    0.000 quicksort.py:255(make_jit_quicksort)
      341    0.000    0.000    0.001    0.000 instructions.py:237(descr)
     5264    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      910    0.000    0.000    0.001    0.000 targetconfig.py:75(__len__)
        4    0.000    0.000    0.001    0.000 core.py:2973(re_match)
     6527    0.001    0.000    0.001    0.000 models.py:132(has_nrt_meminfo)
     1047    0.001    0.000    0.001    0.000 _utils.py:9(__init__)
        1    0.000    0.000    0.001    0.001 npyimpl.py:560(register_ufuncs)
        2    0.000    0.000    0.001    0.000 arrayobj.py:302(getiter_array)
        4    0.000    0.000    0.001    0.000 quicksort.py:27(make_quicksort_impl)
     2697    0.000    0.000    0.001    0.000 context.py:59(__len__)
        1    0.000    0.000    0.001    0.001 passmanagers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
     1051    0.001    0.000    0.001    0.000 imputils.py:37(decorate)
        5    0.000    0.000    0.001    0.000 arrayobj.py:3317(_increment_indices)
     3952    0.000    0.000    0.001    0.000 _parser.py:256(match)
     12/5    0.000    0.000    0.001    0.000 core.py:4092(streamline)
       32    0.000    0.000    0.001    0.000 consts.py:47(_fail)
       15    0.000    0.000    0.001    0.000 core.py:2792(charsAsStr)
        4    0.000    0.000    0.001    0.000 core.py:2961(re)
     1555    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:158(__init__)
      149    0.000    0.000    0.001    0.000 typeinfer.py:1398(get_state_token)
      890    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       49    0.000    0.000    0.001    0.000 builtins.py:106(generic)
      249    0.000    0.000    0.001    0.000 transforms.py:293(has_multiple_backedges)
        1    0.000    0.000    0.001    0.001 compiler_machinery.py:1(<module>)
       57    0.000    0.000    0.001    0.000 module.py:151(declare_intrinsic)
        9    0.000    0.000    0.001    0.000 npyimpl.py:127(create_iter_indices)
     1880    0.001    0.000    0.001    0.000 typing.py:1617(<genexpr>)
      158    0.000    0.000    0.001    0.000 base.py:975(get_helper_class)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
       29    0.000    0.000    0.001    0.000 imputils.py:280(yield_)
        9    0.000    0.000    0.001    0.000 arrayobj.py:3356(make_nditer_cls)
       45    0.000    0.000    0.001    0.000 containers.py:144(from_types)
        4    0.000    0.000    0.001    0.000 callwrapper.py:66(emit_cleanup)
   107/39    0.000    0.000    0.001    0.000 ssa.py:411(_find_def_from_top)
       18    0.000    0.000    0.001    0.000 removerefctpass.py:23(_rewrite_function)
        4    0.000    0.000    0.001    0.000 pythonapi.py:204(emit_environment_sentry)
       20    0.000    0.000    0.001    0.000 core.py:4889(parseImpl)
  195/164    0.000    0.000    0.001    0.000 typing.py:1591(__hash__)
     7962    0.001    0.000    0.001    0.000 ir.py:1112(__str__)
       49    0.000    0.000    0.001    0.000 environment.py:17(from_fndesc)
        1    0.000    0.000    0.001    0.001 postproc.py:1(<module>)
 3538/834    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
        1    0.000    0.000    0.001    0.001 nrtopt.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
      266    0.000    0.000    0.001    0.000 templates.py:98(__repr__)
      350    0.000    0.000    0.001    0.000 inspect.py:2820(__str__)
       36    0.000    0.000    0.001    0.000 quicksort.py:257(<lambda>)
        4    0.000    0.000    0.001    0.000 arrayobj.py:326(_getitem_array_single_int)
        1    0.000    0.000    0.001    0.001 c_lexer.py:1(<module>)
     2626    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
    29/27    0.000    0.000    0.001    0.000 models.py:518(__init__)
       49    0.000    0.000    0.001    0.000 controlflow.py:726(__ne__)
      812    0.001    0.000    0.001    0.000 models.py:497(traverse)
       67    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
     5300    0.001    0.000    0.001    0.000 enum.py:810(__getitem__)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
     1718    0.000    0.000    0.001    0.000 templates.py:38(__init__)
       30    0.000    0.000    0.001    0.000 pathlib.py:1081(glob)
        1    0.000    0.000    0.001    0.001 csv.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
      482    0.000    0.000    0.001    0.000 interpreter.py:62(assign)
        1    0.000    0.000    0.001    0.001 object_mode_passes.py:1(<module>)
     5141    0.001    0.000    0.001    0.000 compiler_machinery.py:41(name)
     2714    0.000    0.000    0.001    0.000 util.py:185(is_consecutive)
       91    0.000    0.000    0.001    0.000 interpreter.py:2281(op_LOAD_CONST)
     2520    0.001    0.000    0.001    0.000 errors.py:256(__init__)
     5040    0.001    0.000    0.001    0.000 ansitowin32.py:121(should_wrap)
        1    0.000    0.000    0.001    0.001 randomimpl.py:248(codegen)
      833    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
       91    0.000    0.000    0.001    0.000 typeinfer.py:1025(seed_argument)
       44    0.000    0.000    0.001    0.000 _base.py:51(__init__)
       15    0.000    0.000    0.001    0.000 npyimpl.py:138(_load_effective_address)
       73    0.000    0.000    0.001    0.000 cloudpickle.py:1307(reducer_override)
       39    0.000    0.000    0.001    0.000 functions.py:353(__init__)
       39    0.000    0.000    0.001    0.000 funcdesc.py:117(llvm_cpython_wrapper_name)
     1555    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
       50    0.000    0.000    0.001    0.000 typing.py:1476(copy_with)
      119    0.000    0.000    0.001    0.000 dispatcher.py:327(nopython_signatures)
       49    0.000    0.000    0.001    0.000 typeinfer.py:1388(get_return_type)
       49    0.000    0.000    0.001    0.000 byteflow.py:225(get_used_phis_per_state)
        1    0.000    0.000    0.001    0.001 iterators.py:20(make_enumerate_object)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
     1321    0.000    0.000    0.001    0.000 byteflow.py:1718(advance_pc)
       29    0.000    0.000    0.001    0.000 typing.py:1467(__getitem__)
      212    0.000    0.000    0.001    0.000 interpreter.py:1726(_insert_outgoing_phis)
        2    0.000    0.000    0.001    0.000 listobj.py:305(get_dtor)
      103    0.000    0.000    0.001    0.000 typing.py:345(_remove_dups_flatten)
      403    0.000    0.000    0.001    0.000 <frozen posixpath>:117(splitext)
     1243    0.000    0.000    0.001    0.000 values.py:870(add)
      204    0.000    0.000    0.001    0.000 static_binop.py:14(match)
       35    0.000    0.000    0.001    0.000 executionengine.py:73(get_global_value_address)
       79    0.000    0.000    0.001    0.000 typing.py:892(__init__)
       98    0.000    0.000    0.001    0.000 context.py:62(register)
     1526    0.001    0.000    0.001    0.000 bytecode.py:163(_unpack_opargs)
      586    0.000    0.000    0.001    0.000 _inspect.py:65(getargs)
       49    0.000    0.000    0.001    0.000 interpreter.py:760(peep_hole_list_to_tuple)
        1    0.000    0.000    0.001    0.001 nrtdynmod.py:63(_define_nrt_decref)
     5062    0.001    0.000    0.001    0.000 debuginfo.py:16(suspend_emission)
        4    0.000    0.000    0.001    0.000 listobj.py:68(fix_index)
      207    0.000    0.000    0.001    0.000 sigutils.py:22(normalize_signature)
     5338    0.001    0.000    0.001    0.000 functions.py:262(key)
       49    0.000    0.000    0.001    0.000 controlflow.py:715(__eq__)
        1    0.000    0.000    0.001    0.001 funcdesc.py:1(<module>)
1305/1302    0.000    0.000    0.001    0.000 ir.py:1187(get_exact)
       16    0.000    0.000    0.001    0.000 npyimpl.py:67(__init__)
     1093    0.000    0.000    0.001    0.000 common.py:4(_encode_string)
       73    0.000    0.000    0.001    0.000 instructions.py:575(descr)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       50    0.000    0.000    0.001    0.000 ipaddress.py:1920(__init__)
      189    0.000    0.000    0.001    0.000 functions.py:524(__init__)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        4    0.000    0.000    0.001    0.000 dataclasses.py:568(_init_fn)
        1    0.000    0.000    0.001    0.001 _base.py:542(_AxesBase)
     5040    0.001    0.000    0.001    0.000 ansitowin32.py:22(__init__)
      200    0.000    0.000    0.001    0.000 pyplot.py:164(_copy_docstring_and_deprecators)
      115    0.000    0.000    0.001    0.000 base.py:469(get_data_type)
     5720    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        9    0.000    0.000    0.001    0.000 models.py:873(__init__)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        2    0.000    0.000    0.001    0.000 listobj.py:275(define_dtor)
      163    0.000    0.000    0.001    0.000 base.py:463(get_argument_type)
      102    0.000    0.000    0.001    0.000 ir_utils.py:2175(resolve_func_from_module)
        1    0.000    0.000    0.001    0.001 values.py:1(<module>)
     6047    0.001    0.000    0.001    0.000 containers.py:243(key)
     9114    0.001    0.000    0.001    0.000 inspect.py:2798(kind)
     4394    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
       94    0.000    0.000    0.001    0.000 byteflow.py:478(op_LOAD_ATTR)
       49    0.000    0.000    0.001    0.000 byteflow.py:271(apply_changes)
      112    0.000    0.000    0.001    0.000 cgutils.py:208(_getvalue)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
       27    0.000    0.000    0.001    0.000 ast.py:34(parse)
     5720    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.001    0.000 models.py:567(as_data)
       73    0.000    0.000    0.001    0.000 values.py:484(literal_struct)
       96    0.000    0.000    0.001    0.000 enum.py:1551(__or__)
      170    0.000    0.000    0.001    0.000 cm.py:89(__getitem__)
        1    0.000    0.000    0.001    0.001 randomimpl.py:652(impl)
        2    0.000    0.000    0.001    0.000 transforms.py:87(_populate_module_pm)
       49    0.000    0.000    0.001    0.000 typeinfer.py:1331(get_function_types)
       73    0.000    0.000    0.001    0.000 cloudpickle.py:1042(_class_reduce)
       18    0.000    0.000    0.001    0.000 transforms.py:10(visit_Function)
      117    0.000    0.000    0.001    0.000 common.py:49(__init__)
     6476    0.001    0.000    0.001    0.000 bytecode.py:310(__getitem__)
      199    0.000    0.000    0.001    0.000 templates.py:62(replace)
       53    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
      767    0.000    0.000    0.001    0.000 enum.py:850(__setattr__)
        1    0.000    0.000    0.001    0.001 cloudpickle.py:1(<module>)
     2062    0.000    0.000    0.001    0.000 _parser.py:293(tell)
      124    0.000    0.000    0.001    0.000 extending.py:325(__init__)
     1486    0.000    0.000    0.001    0.000 targetconfig.py:201(is_set)
      269    0.000    0.000    0.001    0.000 cgutils.py:1184(normalize_ir_text)
      812    0.000    0.000    0.001    0.000 __init__.py:228(matches)
   148/39    0.000    0.000    0.001    0.000 core.py:1862(__str__)
     5727    0.001    0.000    0.001    0.000 types.py:247(wrap_constant_value)
       49    0.000    0.000    0.001    0.000 untyped_passes.py:589(run_pass)
        2    0.000    0.000    0.001    0.000 listobj.py:214(zfill)
     2848    0.000    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
     1225    0.000    0.000    0.000    0.000 context.py:501(insert_function)
      797    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       39    0.000    0.000    0.000    0.000 itanium_mangler.py:179(prepend_namespace)
        1    0.000    0.000    0.000    0.000 ElementTree.py:36(_get_py3_cls)
       64    0.000    0.000    0.000    0.000 core.py:4349(__init__)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
      108    0.000    0.000    0.000    0.000 templates.py:85(__hash__)
      174    0.000    0.000    0.000    0.000 transforms.py:15(visit_BasicBlock)
  129/127    0.000    0.000    0.000    0.000 types.py:556(_to_string)
       10    0.000    0.000    0.000    0.000 extras.py:233(__init__)
3491/3484    0.000    0.000    0.000    0.000 models.py:533(get_value_type)
     1670    0.000    0.000    0.000    0.000 interpreter.py:82(get_assignment_source)
        2    0.000    0.000    0.000    0.000 function_type.py:1(<module>)
      184    0.000    0.000    0.000    0.000 ir.py:425(call)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       33    0.000    0.000    0.000    0.000 typing.py:1065(_generic_class_getitem)
       10    0.000    0.000    0.000    0.000 extras.py:237(getdoc)
   131/45    0.000    0.000    0.000    0.000 ssa.py:457(_find_def_from_bottom)
      832    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      212    0.000    0.000    0.000    0.000 interpreter.py:1868(insert_block)
     3210    0.000    0.000    0.000    0.000 templates.py:269(__init__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:438(customize_config_vars)
       12    0.000    0.000    0.000    0.000 typing.py:1580(copy_with)
     1595    0.000    0.000    0.000    0.000 {built-in method builtins.print}
     3481    0.000    0.000    0.000    0.000 types.py:206(__new__)
       49    0.000    0.000    0.000    0.000 typeinfer.py:430(__call__)
      214    0.000    0.000    0.000    0.000 copy.py:191(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 typeref.py:1(<module>)
       49    0.000    0.000    0.000    0.000 typeinfer.py:448(__call__)
        4    0.000    0.000    0.000    0.000 models.py:589(from_data)
      406    0.000    0.000    0.000    0.000 _collections.py:28(parse)
     6431    0.000    0.000    0.000    0.000 multiarray.py:503(can_cast)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
     4798    0.000    0.000    0.000    0.000 artist.py:1563(<genexpr>)
      362    0.000    0.000    0.000    0.000 containers.py:233(__init__)
     4075    0.000    0.000    0.000    0.000 abstract.py:118(__str__)
     2520    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
     2520    0.000    0.000    0.000    0.000 initialise.py:104(reinit)
       21    0.000    0.000    0.000    0.000 typing.py:1566(__getitem__)
        4    0.000    0.000    0.000    0.000 listobj.py:78(is_out_of_bounds)
      212    0.000    0.000    0.000    0.000 interpreter.py:800(find_postive_region)
       49    0.000    0.000    0.000    0.000 ir_utils.py:2221(enforce_no_phis)
      280    0.000    0.000    0.000    0.000 module.py:7(__init__)
       67    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      274    0.000    0.000    0.000    0.000 functions.py:274(get_impl_key)
       10    0.000    0.000    0.000    0.000 ast.py:199(fix_missing_locations)
      824    0.000    0.000    0.000    0.000 cpu.py:116(call_conv)
   146/10    0.000    0.000    0.000    0.000 ast.py:207(_fix)
     1334    0.000    0.000    0.000    0.000 builder.py:173(_label_suffix)
      827    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
      575    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 figure.py:181(FigureBase)
      873    0.000    0.000    0.000    0.000 builder.py:211(module)
     1321    0.000    0.000    0.000    0.000 byteflow.py:1926(is_in_exception)
       73    0.000    0.000    0.000    0.000 cloudpickle.py:242(_should_pickle_by_reference)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        9    0.000    0.000    0.000    0.000 npyimpl.py:147(load_data)
       16    0.000    0.000    0.000    0.000 typing.py:747(Optional)
      170    0.000    0.000    0.000    0.000 colors.py:953(copy)
       40    0.000    0.000    0.000    0.000 interpreter.py:2908(op_COMPARE_OP)
     4934    0.000    0.000    0.000    0.000 models.py:89(traverse)
     1931    0.000    0.000    0.000    0.000 inspect.py:296(isclass)
        1    0.000    0.000    0.000    0.000 platform.py:1139(python_implementation)
      244    0.000    0.000    0.000    0.000 event.py:182(register)
  218/102    0.000    0.000    0.000    0.000 ir_utils.py:2185(resolve_mod)
       51    0.000    0.000    0.000    0.000 cgutils.py:455(is_not_null)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
        4    0.000    0.000    0.000    0.000 warnings.py:133(filterwarnings)
      133    0.000    0.000    0.000    0.000 ast.py:419(visit_Constant)
       79    0.000    0.000    0.000    0.000 funcdesc.py:87(lookup_module)
        1    0.000    0.000    0.000    0.000 platform.py:1041(_sys_version)
       85    0.000    0.000    0.000    0.000 dispatcher.py:374(get_overload)
       97    0.000    0.000    0.000    0.000 templates.py:716(_get_jit_decorator)
        1    0.000    0.000    0.000    0.000 header.py:1(<module>)
      204    0.000    0.000    0.000    0.000 static_getitem.py:103(match)
      791    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
     3158    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 decorator.py:1(<module>)
      850    0.000    0.000    0.000    0.000 colors.py:216(_is_nth_color)
       87    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
      269    0.000    0.000    0.000    0.000 base.py:803(get_dummy_value)
      941    0.000    0.000    0.000    0.000 ir.py:1308(prepend)
       21    0.000    0.000    0.000    0.000 arraydecl.py:219(generic)
      244    0.000    0.000    0.000    0.000 event.py:195(unregister)
     10/3    0.000    0.000    0.000    0.000 unicode.py:14(__get__)
      299    0.000    0.000    0.000    0.000 ir.py:1045(__str__)
      172    0.000    0.000    0.000    0.000 values.py:665(__init__)
     1431    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4426(codegen)
      226    0.000    0.000    0.000    0.000 controlflow.py:279(in_loops)
     2520    0.000    0.000    0.000    0.000 initialise.py:65(deinit)
      890    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
     1814    0.000    0.000    0.000    0.000 typeinfer.py:525(<genexpr>)
     6135    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     6080    0.000    0.000    0.000    0.000 ffi.py:348(_dispose)
      207    0.000    0.000    0.000    0.000 typeconv.py:117(_cb_update)
      397    0.000    0.000    0.000    0.000 containers.py:259(__repr__)
     1439    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rangeobj.py:1(<module>)
      436    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       91    0.000    0.000    0.000    0.000 typeinfer.py:1030(seed_type)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4331(_parse_empty_like_args)
      604    0.000    0.000    0.000    0.000 types.py:455(__eq__)
        1    0.000    0.000    0.000    0.000 lgmres.py:1(<module>)
       98    0.000    0.000    0.000    0.000 inline_closurecall.py:302(__init__)
      366    0.000    0.000    0.000    0.000 contextlib.py:543(_push_cm_exit)
      353    0.000    0.000    0.000    0.000 target_extension.py:70(resolve_target_str)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
       49    0.000    0.000    0.000    0.000 byteflow.py:236(find_use_defs)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
     1384    0.000    0.000    0.000    0.000 types.py:137(gep)
        1    0.000    0.000    0.000    0.000 _linalg.py:1(<module>)
        4    0.000    0.000    0.000    0.000 templates.py:402(apply)
      104    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
     5280    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       16    0.000    0.000    0.000    0.000 core.py:1526(__or__)
      212    0.000    0.000    0.000    0.000 byteflow.py:2036(__init__)
      205    0.000    0.000    0.000    0.000 byteflow.py:1840(fork)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
      368    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
       67    0.000    0.000    0.000    0.000 byteflow.py:1429(op_BINARY_OP)
      511    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(_make_fontconfig_parser)
      329    0.000    0.000    0.000    0.000 dispatcher.py:47(__init__)
        1    0.000    0.000    0.000    0.000 instructions.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       82    0.000    0.000    0.000    0.000 core.py:2266(__init__)
        1    0.000    0.000    0.000    0.000 externals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteflow.py:1(<module>)
       29    0.000    0.000    0.000    0.000 pathlib.py:200(_select_from)
     1750    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
       73    0.000    0.000    0.000    0.000 builder.py:989(phi)
       10    0.000    0.000    0.000    0.000 cgutils.py:900(if_zero)
      895    0.000    0.000    0.000    0.000 targetconfig.py:72(top)
        1    0.000    0.000    0.000    0.000 ElementPath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:165(_define_nrt_unresolved_abort)
       48    0.000    0.000    0.000    0.000 byteflow.py:792(_op_POP_JUMP_IF)
      204    0.000    0.000    0.000    0.000 inspect.py:2020(_signature_get_user_defined_method)
     3825    0.000    0.000    0.000    0.000 abstract.py:93(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:352(call_getiter)
       29    0.000    0.000    0.000    0.000 npytypes.py:470(copy)
     1464    0.000    0.000    0.000    0.000 byteflow.py:1753(push)
       24    0.000    0.000    0.000    0.000 byteflow.py:1398(op_FOR_ITER)
     1814    0.000    0.000    0.000    0.000 typeinfer.py:528(<genexpr>)
      927    0.000    0.000    0.000    0.000 ir.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:178(_supports_universal_builds)
      170    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
        1    0.000    0.000    0.000    0.000 _osx_support.py:117(_get_system_version_tuple)
      191    0.000    0.000    0.000    0.000 builtins.py:351(constant_dummy)
        1    0.000    0.000    0.000    0.000 getlimits.py:162(_register_known_types)
       49    0.000    0.000    0.000    0.000 interpreter.py:1490(_legalize_exception_vars)
      490    0.000    0.000    0.000    0.000 module.py:52(__init__)
      822    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
     1073    0.000    0.000    0.000    0.000 itanium_mangler.py:84(_fix_lead_digit)
       45    0.000    0.000    0.000    0.000 base.py:518(get_constant_undef)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _osx_support.py:86(_get_system_version)
       98    0.000    0.000    0.000    0.000 controlflow.py:73(__ne__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:638(_frozen_get_del_attr)
       21    0.000    0.000    0.000    0.000 arrayobj.py:131(load_item)
     1328    0.000    0.000    0.000    0.000 cpu_options.py:131(__init__)
      112    0.000    0.000    0.000    0.000 typeinfer.py:1014(_get_return_vars)
  712/710    0.000    0.000    0.000    0.000 typeinfer.py:1118(propagate_refined_type)
      264    0.000    0.000    0.000    0.000 <frozen genericpath>:81(commonprefix)
        3    0.000    0.000    0.000    0.000 array_exprs.py:191(apply)
    138/6    0.000    0.000    0.000    0.000 ir_utils.py:1174(_dfs_rec)
     1364    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 OptNumbNoPar.py:95(savedat)
      419    0.000    0.000    0.000    0.000 function_base.py:348(iterable)
     2974    0.000    0.000    0.000    0.000 abstract.py:115(__repr__)
      143    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
     2520    0.000    0.000    0.000    0.000 errors.py:259(__enter__)
      802    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 arraydecl.py:1(<module>)
     2180    0.000    0.000    0.000    0.000 {built-in method from_bytes}
